mark,title,price,price_adjusted,link,addr,社區,車位費,管理費,poster,養寵物,提供設備,格局,坪數,樓層,型態,id,fetched,desc,連絡電話,性別要求,城市,屋主自行刊登
,免爬高精美裝潢全新家具家電之2房一廳,22000,22000,https://rent.591.com.tw/rent-detail-12434777.html,新莊區新旺巷,柯林頓,,,代理人: 胡先生,,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 沙發, 桌椅, 1陽台",2房1廳1衛,20坪,1F/7F,電梯大樓,12434777,2022-04-25,"全新完工二房一廳獨立門戶、獨立陽台、洗衣機、室內空間大、超大衣櫃~距捷運迴龍站約650公尺，步行約8分鐘！只要現在馬上預約看屋，簽約後只要換洗衣物即可直接入住！！！享受全新裝潢、家具、家電設備齊全真舒適~全室排水孔使用特殊防蟲蓋杜絕水管臭味以及蟑螂蚊蟲入侵！！誠心徵求富有公德心、守法、守秩序的租屋族來住第一手的好房子~設計師規劃、優質、安全、溫馨、舒適 最像家的居住環境~附近生活機能超便利、鄰近龍安路、中正路，周邊食、衣、住、行都超方便~環境乾淨又明亮通風、房間均有冷氣，設有流理台附瓦斯爐可開伙炊煮~精美浴廁~媲美飯店式等級~有獨立陽台及8公斤洗衣機；洗衣、晾衣好方便~垃圾部分須自理，每日晚間大樓門口便有停放垃圾車~【入住條件】1、性別友善，適合單身貴族、上班族、學生、夫妻情侶2、穩定正當工作、品行優良好溝通相處3、年滿20歲以上，限本國國籍者【寵物條件】1、貓、狗皆可（不會隨意吵鬧為佳，謝絕會吵鬧的）2、犬隻中小型以下（需結紮）3、不吵鬧不破壞保持整潔無異味【備註條件】※為維護居住生活品質，以下行業及行為恕無法承租（正職、兼職均不可）1、直播主、八大行業2、色情行業3、生活作息不良者4、拖延、遲繳租金5、賭博、聚眾喧嘩吵鬧、從事非法項目6、邋遢、製造髒亂、交友圈複雜7、酗酒、抽煙亂丟菸蒂、吃檳榔亂吐檳榔汁、吸毒嗑藥者（若發現違法行為一律報警並以違約論處置）【聯絡時間】週一至週日：上午10點至晚上9點【聯絡方式】電話：0927908003（代理人胡先生）Line ID：hy0927908003#有任何問題請來電或加Line詢問#請勿在線上直接預約及詢問#誠意出租無誠勿擾歡迎直接來電預約看屋，連絡時間am：10 ~pm：09
附近有便利商店、傳統市場、公園綠地。
本房屋近多路公車站、迴龍捷運站。",0927-908-003,,Taipei,no
,採光明亮~精美裝潢家具家電陽台套房,15000,15500,https://rent.591.com.tw/rent-detail-12487688.html,中和區中和路,,,500元/月,代理人: 張小姐,Yes,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 沙發, 桌椅, 陽台",獨立套房,10坪,2F/4F,公寓,12487688,2022-04-25,"現在馬上預約看屋，簽約後只要換洗衣物即可直接入住！！獨立陽台套房，讓您可以和好朋友、同學、同事、家人、或是另一半一起用超值的租金，享受精美裝潢、家具、家電等設備齊全~位處2樓免爬高，獨立進出~讓您的家居生活有更好的品質~附近商店林立，樓下便有7-11，生活機能方便，購物飲食免煩惱！！交通便利，樓下便有公車站，距捷運永安市場站步行700公尺約8分鐘！環境乾淨又明亮通風；有附分離式冷氣~更有簡易流理台設備，並提供電陶爐可供開伙使用~精美浴廁~媲美飯店式等級~有獨立陽台及9公斤洗衣機；洗衣、晾衣好方便~另有垃圾集中處(管理費500元/月)，由專人收取垃圾，讓您免於等待垃圾車時間~適合單身貴族、情侶、上班族、學生、新婚夫婦、小家庭居住~【寵物條件】1、貓、狗皆可（不會隨意吵鬧為佳，謝絕會吵鬧的）2、犬隻中小型以下（需結紮）3、不吵鬧不破壞保持整潔無異味【備註條件】※為維護居住生活品質，以下行業及行為恕無法承租（正職、兼職均不可）1、直播主、八大行業2、特殊性行業（殯葬業、檳榔業）3、色情行業4、生活作息不良者5、拖延、遲繳租金6、賭博、聚眾喧嘩吵鬧、從事非法項目7、邋遢、製造髒亂、交友圈複雜8、酗酒、抽煙亂丟菸蒂、吃檳榔亂吐檳榔汁、吸毒嗑藥者（若發現違法行為一律報警並以違約論處置）【聯絡時間】週一至週日：上午10點至晚上9點【聯絡方式】電話：0926236006（代理人胡先生）Line ID：0926236006
附近有便利商店、傳統市場、百貨公司、公園綠地、學校、夜市。
本房屋近多路公車站、永安市場捷運站。",0926-236-006,男女皆可,Taipei,no
,近新埔捷運站~附美裝潢家具電精緻二房一廳,21500,21500,https://rent.591.com.tw/rent-detail-12405580.html,板橋區四維路259巷,,,無,代理人: 張小姐,,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 沙發, 桌椅",2房1廳1衛,20坪,2F/4F,公寓,12405580,2022-04-25,"現在馬上預約看屋，簽約後只要換洗衣物即可直接入住！！明亮溫馨二房1廳一衛，讓您可以和好朋友、同學、同事、家人 、或是另一半一起用超值的租金，享受附裝潢、家具、家電設備，讓您的家居生活有更好的品質~鄰近長江路、陽明街、文化路、新海路、民生路、四維商圈、裕民夜市、近64快速道路、公園，球場!下樓1分鐘就有便利商店，四維路、陽明街上商店林立，生活機能超方便，購物飲食免煩惱！！交通便利，附近就有多路公車站、新埔捷運站走路不用十分鐘！！環境乾淨又明亮通風、每間房間、客廳皆有對外窗和冷氣 ~精美浴廁~媲美飯店式等級~不只有洗衣機；更有簡易流理台設備，您只需加上電磁爐即可開伙~適合單身貴族、情侶、上班族、學生、新婚夫婦、小家庭居住~【入住條件】1、性別友善，適合單身貴族、上班族、學生、夫妻情侶2、穩定正當工作、品行優良好溝通相處3、年滿20歲以上，限本國國籍者【寵物條件】1、貓、狗皆可（謝絕會吵鬧的寵物）2、犬隻中小型以下（需結紮）3、不吵鬧不破壞保持整潔無異味【備註條件】※為維護居住生活品質，以下行業及行為恕無法承租（正職、兼職均不可）1、直播主、八大行業2、特殊性行業（殯葬業、檳榔業）3、色情行業4、生活作息不良者5、拖延、遲繳租金6、賭博、聚眾喧嘩吵鬧、從事非法項目7、邋遢、製造髒亂、交友圈複雜8、酗酒、抽煙、吃檳榔、吸毒嗑藥（若發現違法行為一律報警並以違約論處置）【聯絡時間】週一至週日：上午10點至晚上9點【聯絡方式】電話：0926-236-006（代理人張小姐）Line ID：0926236006#有任何問題請來電或加Line詢問#請勿在線上直接預約及詢問#誠意出租無誠勿擾
附近有便利商店、傳統市場、公園綠地、學校、醫療機構、夜市。
本房屋近多路公車站、新埔捷運站、板橋火車站。",0926-236-006,,Taipei,no
,南勢角捷運站、可養貓、禁菸,11000,11000,https://rent.591.com.tw/rent-detail-12454932.html,中和區景平路239巷,,,無,代理人: 張小姐,Yes,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 桌椅",分租套房,8坪,5F/5F,公寓,12454932,2022-04-25,"請加入LINE@:@btt3500i 預約看屋喔!謝謝!記得加小老鼠喔拿起電話撥打 0986-511-770 找張\'S預約看屋吧！（如未接電話，請加ＬＩＮＥ唷）環境介紹:近南勢角捷運站，離興南夜市近，公車站到達中和教會站。周邊商家林立生活機能完善，鬧中取靜的居家生活環境！提供的家俱：★獨立洗衣機！ 共用曬衣場★簡約式的風格，一台液晶電視！★變頻冷氣 冷電.安淨.強冷！★獨立筒床墊 (全新)、掀床架！★雙門冰箱！★書桌、椅子！★免費提供ADSL.WIFI★電視使用ＭＯＤ豪華型★租金包含,ＭＯＤ,水費,光纖網路費,(電費採用獨立電表計算方式)★樓下有許多商家，食衣住行方便，房價省很多！超優質的價格，高品質的居家生活，限有正當職業及愛惜屋內設備的房客承租，本棟嚴格篩選房客品質，看屋請帶名片並遵守各項規定方可承租。如此便利舒適是得好所在，你在還等什麼？
附近有便利商店、傳統市場、百貨公司、公園綠地、學校、醫療機構、夜市。
本房屋近中和教會公車站、南勢角捷運站。",0986-511-770,男女皆可,Taipei,no
,全新完工採光明亮~附裝潢家具家電陽台套房,14500,15000,https://rent.591.com.tw/rent-detail-12453694.html,新莊區中正路,,,500元/月,代理人: 胡先生,Yes,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 沙發, 桌椅, 陽台",獨立套房,10坪,3F/4F,透天厝,12453694,2022-04-25,"全新完工陽台大套房獨立門戶、洗衣機、室內空間大、超大衣櫃~距捷運輔大站約650公尺，步行約9分鐘！只要現在馬上預約看屋，簽約後只要換洗衣物即可直接入住！享受全新裝潢、家具、家電設備齊全真舒適~全室排水孔使用特殊防蟲蓋杜絕水管臭味以及蟑螂蚊蟲入侵！誠心徵求富有公德心、守法、守秩序的租屋族來住第一手的好房子~設計師規劃、優質、安全、溫馨、舒適 最像家的居住環境~附近生活機能超便利、鄰近中正路，周邊食、衣、住、行都超方便~環境乾淨又明亮通風、房間均有冷氣，設有流理台附電陶爐可開伙~精美浴廁~媲美飯店式等級~有獨立陽台及8公斤洗衣機；洗衣、晾衣好方便~垃圾部分由專人代收(500元/月)~讓您省去追垃圾車時間【入住條件】1、性別友善，適合單身貴族、上班族、學生、夫妻情侶2、穩定正當工作、品行優良好溝通相處3、年滿20歲以上，限本國國籍者【寵物條件】1、貓、狗皆可（不會隨意吵鬧為佳，謝絕會吵鬧的）2、犬隻中小型以下（需結紮）3、不吵鬧不破壞保持整潔無異味【備註條件】※為維護居住生活品質，以下行業及行為恕無法承租（正職、兼職均不可）1、直播主、八大行業2、色情行業3、生活作息不良者4、拖延、遲繳租金5、賭博、聚眾喧嘩吵鬧、從事非法項目6、邋遢、製造髒亂、交友圈複雜7、酗酒、抽煙亂丟菸蒂、吃檳榔亂吐檳榔汁、吸毒嗑藥者（若發現違法行為一律報警並以違約論處置）【聯絡時間】週一至週日：上午10點至晚上9點【聯絡方式】電話：0927908003（代理人胡先生）Line ID：hy0927908003#有任何問題請來電或加Line詢問#請勿在線上直接預約及詢問#誠意出租無誠勿擾歡迎直接來電預約看屋，連絡時間am：10~pm：09附近有便利商店、傳統市場、百貨公司、公園綠地、學校、醫療機構、夜市。本房屋近多路公車站、輔大捷運站。
附近有便利商店、傳統市場、公園綠地、學校、醫療機構、夜市。
本房屋近多路公車站、輔大捷運站。",0927-908-003,男女皆可,Taipei,no
,泰林路明志路商圈~附家具、家電溫馨小套房,4800,4800,https://rent.591.com.tw/rent-detail-12453704.html,泰山區泰林路二段416號,,,無,代理人: 胡先生,Yes,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 桌椅",分租套房,5坪,3F/4F,公寓,12453704,2022-04-25,"若未接到電話，麻煩請以簡訊連絡告知，謝謝！只要現在馬上預約看屋，簽約後只要換洗衣物即可直接入住！！舒適溫馨小套房，讓您可以用超值的租金，享有房東提供之齊全家具、家電設備，讓您不用再自已添購家具及家電~正泰林路二段及明志路熱鬧繁榮商圈~食、衣、住、行、育、樂都方便！鄰近黎明技術學院、泰山國小、國中、高中、輔大花園夜市、辭修公園、河堤公園、快速道路及交流道!明志路及泰林路上及附近街上各式商店林立，生活機能超方便，購物飲食免煩惱！！交通便利，附近就有多路公車站、公車或騎機車到泰山捷運站不用幾分鐘！！環境乾淨有冷氣，有對走道氣窗~；有共用陽台及洗衣機，有獨立電錶，因為房東提供公共空間照明用電、洗衣機及電熱水器之用電需由各室平均分攤~電費區分非夏季及夏季計算，非夏季每度5元、夏季每度6.4元。【入住條件】1、性別友善，適合單身貴族、上班族、學生、夫妻情侶2、穩定正當工作、品行優良好溝通相處3、年滿20歲以上，限本國國籍者【寵物條件】1、因空間有限，建議不要飼養寵物3、若不吵鬧不破壞且保持整潔無異味【備註條件】※為維護居住生活品質，以下行業及行為恕無法承租（正職、兼職均不可）1、直播主、八大行業2、特殊性行業（殯葬業、檳榔業）3、色情行業4、生活作息不良者5、拖延、遲繳租金6、賭博、聚眾喧嘩吵鬧、從事非法項目7、邋遢、製造髒亂、交友圈複雜8、酗酒、抽煙、吃檳榔、吸毒嗑藥（若發現違法行為一律報警並以違約論處置）【聯絡時間】週一至週日：上午10點至晚上9點【聯絡方式】電話：0927-908-003（代理人胡先生）Line ID：hy0927908003#有任何問題請來電或加Line詢問#請勿在線上直接預約及詢問#誠意出租無誠勿擾
附近有便利商店、傳統市場、公園綠地、學校、醫療機構。
本房屋近泰林路公車站、泰山捷運站。",0927-908-003,男女皆可,Taipei,no
,★南港展覽館站★電梯超值套房★代收包裹★,8000,8000,https://rent.591.com.tw/rent-detail-12496326.html,汐止區橫科路4巷,,,無,仲介: 王先生 (收服務費),No,"冰箱, 電視, 冷氣, 熱水器, 床, 衣櫃, 網路, 桌椅, 電梯",分租套房,7坪,頂層加蓋/6F,電梯大樓,12496326,2022-04-25,"★鄰近南港展覽館站之橫科路知名社區頂加電梯超值經濟套房。★★商圈機能部分:南港展覽館站、南軟園區、中央研究院、誠正國中、生鮮超市、便利超商、郵局、傳統市場生活非常便利。★★交通機能部分:出巷口往研究院路有公車站牌可快速抵達南港火車站或南港展覽館捷運站，步行約550M8分鐘左右，行車5分鐘車程可從南深路直接上國道3高速公路。★★屋況特色:本社區大樓設有管理室、監視保全、收發信件及專人處理垃圾，物件稀有歡迎來電預約看屋。★ 【本戶房東要求婉拒所有養寵物者承租，敬請見諒。】【本戶為用電非夏季每度5元、夏季6元，包含水費、網路費、管理費、垃圾清潔費、公電費。】【看屋專線-正格租屋快訊  王先生  0989-924818  】(歡迎來電詢問)帶您看屋一切免費！成交收取半個月月租金額服務費！【本物件展示照片均為現場最新拍照與現場相符；平面圖為概略繪製平面配置圖，面積均為權狀登記面積均分計算(分租)或室內實際丈量面積，刊登廣告】
附近有便利商店、傳統市場、公園綠地、學校。
本房屋近誠正國中站公車站、福山里活動中心站公車站、南港展覽館站捷運站、南港火車站。",0989-924-818,男女皆可,Taipei,no
,免仲介費、近景安捷運,7800,7800,https://rent.591.com.tw/rent-detail-12436390.html,中和區景新街168號,,,無,屋主: 黃先生 (仲介勿擾),Yes,"冰箱, 洗衣機, 電視, 冷氣, 床, 衣櫃, 第四台, 網路, 桌椅",分租套房,4坪,3F/5F,公寓,12436390,2022-04-25,"●免仲介費●僅可養貓●【此房型為單人加大床】鄰近景安捷運站步行約8分鐘，商家林立，機能超方便大樓內有24小時全程監視器，保障您居住的安全液晶電視、收納式掀床架，讓你換季收納時不煩惱請直接來電預約看屋，不要再留言了!!房子要現場看最準確，不要再網路預約看屋了，好屋不等人。看了才知道好壞
附近有便利商店、傳統市場、百貨公司、公園綠地、學校、醫療機構、夜市。
本房屋近景安捷運站。",0975-560-765,男女皆可,Taipei,yes
x,捷運宅24h管理/高樓景/全新家具大2房,41000,44395,https://rent.591.com.tw/rent-detail-12485831.html,三重區重新路一段,,,"3,395元/月",仲介: 趙先生 (收服務費),,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 天然瓦斯, 沙發, 桌椅, 1陽台, 電梯",2房2廳1衛,33.95坪,15F/27F,電梯大樓,12485831,2022-04-25,"{非社會住宅}（捷運局專案專任）此方案為全配家具價格，另有不同樓層空屋可選擇﹝北水/台電/照帳單﹞【抗疫優惠方案:】【租金年繳後送免租期一個月/租金一年繳多送你免費住一個月!!!】【租金半年繳多送你15天免租金!!!】全新專案優惠名額有限，要搶要快喔!!!＿⛰專案限定，限時優惠【4/20~4/30】預定承租，仲介費優惠再送退租後專人清潔方案😁💬全國唯一，信用卡付房租，方便又不怕忘記繳房租，還可以累積紅利點數👍👍👍🔥報稅、入籍、租屋補助，不限制！🔥全新地板，採光佳，通風好，電梯大樓🔥專人收垃圾，不用追垃圾車🔥台北橋捷運站，電梯下樓1分鐘🔥專業團隊管理，退租後專人清潔房東優選：學生合租、上班族、家庭式、情侶、朋友，只要你/妳自認是優質好房客，都歡迎來電預約😁【可寵/設籍/報稅/申請補助】⚠️看房若喜歡，15日可以簽約起租，再預約🙏🌻如果您有租屋需求，歡迎加line洽詢專案負責人：趙先生Danny📞TEL【0925-292722】📞Line ID【0925292722】專案負責人：廖先生Aaron📞TEL【0925-292537】📞Line ID【0925292537】帶看不用錢,成交收取服務費可接受在預約看房喔❌❌❌ 非誠勿擾 ❌❌❌(若忙線或騎車中沒有接到請直接電話+line聯繫~3Q)兆騰租屋管理顧問股份有限公司經紀人證號: 杜仁中 (107)南市字第00679號營業員證號:趙先生（108）登字355508號附近有便利商店、傳統市場、百貨公司、公園綠地、學校、醫療機構、夜市。本房屋近台北橋捷運站。
附近有便利商店、傳統市場、百貨公司、公園綠地、醫療機構、學校、夜市。
本房屋近台北橋捷運站。",0925-292-722,,Taipei,no
,蘆洲站/全新4+1房/可寵/房間皆有窗,41000,41000,https://rent.591.com.tw/rent-detail-12399472.html,蘆洲區中正路263巷,,,無,仲介: 汪先生 (收服務費),,"冰箱, 洗衣機, 冷氣, 熱水器, 床, 衣櫃, 網路, 桌子, 1陽台",5房2廳2衛,40坪,3F/5F,公寓,12399472,2022-04-25,"如需傢俱傢電皆可談，誠可小議大坪數4+1房，全新水電管線/新裝潢，正4房另一間可做為儲物間三角窗整面採光超好，櫻花牌廚具設備，獨立陽台、洗衣機房間皆有對外窗，窗戶使用兩層式隔音窗電一度五塊，瓦斯桶另計，租金包含水費、網路寵物已不擾鄰為主蘆洲站、蘆洲三民站步行約10分鐘，國立空中大學旁，附近小吃林立全家便利商店約4分鐘、全聯福利中心約8分鐘，蘆洲國小、蘆洲國中約5分鐘適合溫馨家庭、學生上班族合租歡迎預約賞屋成交需收一次性半個月租金服務費 (營業員證號110年登字第395861號)宜家行銷有限公司 孟欣宜(100)北市經證字第01799號
附近有便利商店、傳統市場、百貨公司、公園綠地、學校、醫療機構、夜市。
本房屋近空中大學(蘆洲國中)公車站、蘆洲捷運站、蘆洲三民捷運站。",0913-993-449,,Taipei,no
,(免仲介費)..近頂溪站一樓全新裝潢套房,10000,10000,https://rent.591.com.tw/rent-detail-12425479.html,永和區文化路144巷,,,無,仲介: 徐先生,No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 桌椅",獨立套房,6坪,1F/4F,公寓,12425479,2022-04-25,"1.近頂溪捷運站,臨中正橋過橋即台北市2.全新裝潢,水電管線全新,安全有保障3.家具齊全4.租金內含:水費,第四台,網路...電費另計每度6元5.禁止抽菸,禁止養寵物6.成交免付仲介費全國房屋永和加盟店168不動產經紀有限公司營業員:徐文捷(91)登字第006490號
附近有便利商店、傳統市場、百貨公司、公園綠地、學校、醫療機構、夜市。
本房屋近頂溪捷運站捷運站。",0938-392-726,男女皆可,Taipei,no
,(免仲介費)..頂溪捷運站竹林路漂亮套房,7500,7500,https://rent.591.com.tw/rent-detail-12456457.html,永和區竹林路213巷,,,無,仲介: 徐先生,No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 桌椅, 陽台",獨立套房,6坪,4F/5F,公寓,12456457,2022-04-25,"1.近頂溪捷運站,永福橋,往來台北方便2.限女性居住3.家具齊全,租金含(水費,第四台,網路)4.禁止養寵物,禁止抽菸5.成交免付仲介費全國房屋永和加盟店168不動產經紀有限公司營業員:徐文捷0938-392-726洽
附近有便利商店、傳統市場、百貨公司、公園綠地、學校、醫療機構、夜市。
本房屋近頂溪捷運站捷運站。",0938-392-726,限女生,Taipei,no
,河岸景觀戶，精緻裝潢，公設齊全,50000,60580,https://rent.591.com.tw/rent-detail-12496065.html,淡水區八勢路50巷,依現場社區名稱,費用另計,"8,080元/月",仲介: 翁先生 (收服務費),No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 天然瓦斯, 沙發, 桌椅, 2陽台, 電梯, 平面車位",3房2廳2衛,46.82坪,15F/23F,電梯大樓,12496065,2022-04-25,"【本廣告法定用途:見使用執照】【現況:住家使用】我們專以介紹派駐在台灣的日、歐、美、外商及本國專業人士租屋服務We serve foreign expatriates and representatives that are stationed in Taipei for property-renting「聯勝房屋」は台湾に駐在する欧米や日本のビジネスマンのために賃貸サービスを提供します。最專業的租賃團隊翁先生0935-078038免費看屋實施中聯勝房屋擁有企服部英日文皆可翻譯帶看辛苦-成交後均酌收半個月租金作為服務費誠摯的感謝您Taipei -Team work power housing rental serviceWe are the mostprofessional rental servicecompany.Mr.翁0935-078038Free to see any house.We have a servicedepartment can translateEnglish and Japanese.And we will take halfof the month ‘s rentalas a service fee, thank you.台北-聯勝賃貸部プロの賃貸グループ、翁さん0935-078038　無料で家を見る聯勝房屋は企画部門があり、英語と日本語は翻訳できる契約に至る後、半か月の家賃を手数料にして、誠にありがとうございます。歡迎房東來電委託翁先生0935-078038",0935-078-038,男女皆可,Taipei,no
,近樹林車站，正兩房，可入籍，可養寵物,20000,20000,https://rent.591.com.tw/rent-detail-12442098.html,板橋區大觀路三段,,,無,仲介: 汪先生 (收服務費),,"冰箱, 洗衣機, 冷氣, 熱水器, 桌子, 1陽台",2房1廳1衛,20坪,3F/5F,公寓,12442098,2022-04-25,"依台水電瓦斯帳單繳費，可入籍間間有對外窗，格局方正採光佳寵物已不擾鄰為主周邊小吃林立、機車好停近便利商店、樹林秀泰影城、樹林車站、樹林夜市、沙崙國小、溪北公園、崑崙公園、保安市場適合上班族情侶、小家庭歡迎預約賞屋需提供正當職業證明成交需收一次性半個月租金服務費 (營業員證號110年登字第395861號)宜家行銷有限公司 孟欣宜(100)北市經證字第01799號
附近有便利商店、傳統市場、百貨公司、公園綠地、學校、醫療機構、夜市。
本房屋近沙崙里公車站、樹林火車站。",0913-993-449,,Taipei,no
,綠意景觀時尚裝潢3房雙車位有充電樁誠可議,49000,54600,https://rent.591.com.tw/rent-detail-12410293.html,汐止區東勢街201巷,甲山林天墅,費用另計,"3,100元/月",仲介: 江先生 (收服務費),,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 天然瓦斯, 沙發, 桌椅, 2陽台, 電梯, 平面車位",3房2廳3衛,40坪,4F/10F,電梯大樓,12410293,2022-04-25,"正面綠意景觀時尚新裝潢挑高五米使用空間大環境寧靜離塵不離城5分鐘上環東快速道路及高速公路約4781坪壯闊基地巴洛克城堡，公設齊全：接待大廳、中庭花園、交誼廳、會議室、閱覽室、視聽室、游泳池、健身房、桌球室、親子遊戲區、SPA、KTV、瑜伽教室、廚藝教室、信箱區、Lounge Bar、烤肉區社區24H雙哨嚴謹管理歡迎來電洽詢預約看屋
附近有便利商店、傳統市場、公園綠地、學校、夜市。",0911-805-656,,Taipei,no
,近光復國小~景觀優美兩房~近三民路中山路,39000,39000,https://rent.591.com.tw/rent-detail-12455947.html,板橋區光環路二段,,,,仲介: 吳小姐 (收服務費),No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 衣櫃, 天然瓦斯, 沙發, 桌椅, 1陽台, 電梯, 平面車位",2房2廳2衛,35坪,13F/19F,電梯大樓,12455947,2022-04-25,"好歐租屋 吳小姐 0963 909 636  line:0963909636歡迎來電預約看屋。如在騎車中未能接聽電話,稍後將回電給您,感謝您的等待簽立租賃合約時收取半個月服務費1:優先注意: 婉謝養寵物,抽菸及燒香拜神 或吸毒違法情事 敬請見諒2:屋內有電視 冰箱 洗衣機 沙發 衣櫃  冷氣是日立   節能省電3:視野景觀超棒 遠眺101每間房都有開窗 通風好 採光優     難得兩房 且 雙衛浴鄰近學校公園綠地 光復國小 到高中 上學好方便河濱公園很適合假日休閒附近家樂福 傳統市場 採買方便社區管理好 優質社區 4:有平面大車位  位置好 非常好停 好歐租屋(櫻明企業有限公司)     經紀人-高旭彥（97）桃縣字第00940號
附近有便利商店、傳統市場、公園綠地、學校。",0963-909-636,男女皆可,Taipei,no
,三井outletA9站旁美3房含車,60000,63561,https://rent.591.com.tw/rent-detail-12490478.html,林口區文化三路一段,鉑金大觀天下,,"3,561元/月",仲介: 王先生 (收服務費),No,"洗衣機, 冷氣, 熱水器, 天然瓦斯, 2陽台, 電梯, 平面車位",3房2廳2衛,43.77坪,6F/28F,電梯大樓,12490478,2022-04-25,"【出租文】【地區】：新北市林口區【社區】：鉑金大觀天下【地址】：林口區文化三路一段【樓層】：6F/28F(單層四戶，共用兩部電梯)【權狀面積】：73.26坪【室內實際使用面積】：42坪【格局】：3房2廳2衛2陽台【租金】：60000(含一個平面車位/不含管理費)【特色】：★三井Outlet正對面/視野開闊如無限棟距          ★生活機能滿分，三井三井Outlet+昕境廣場/圖書館/扶輪公園/家            樂福/長庚醫院/各類診所/便利商店【公設】：空中花園、健身房、24H保全、住戶單純、環境幽靜又安全。【設備】：櫻花櫥櫃、電器櫃、烘碗機、隱藏式抽油煙機、林內熱水器、林內瓦斯爐、BEST蒸烤爐、全戶淨水、廚下式淨水、電動曬衣桿、TOTO智能馬桶、主臥配有浴缸、國際牌四合一暖風機、分離式變頻冷暖空調、洗衣機【備註】：租約兩年以上，租金另有優惠歡迎來電預約參觀  0930419201 王獻大==========================================樂旺國際有限公司不動產經紀人：林書璿(98)北縣字第001806號不動產營業員：王獻大(110)登字第390243號==========================================
附近有便利商店、傳統市場、百貨公司、公園綠地、學校、醫療機構。
本房屋近機場捷運林口站捷運站。",0930-419-201,男女皆可,Taipei,no
,綠意景觀全新裝潢大兩房+一書房平面車位,59800,62300,https://rent.591.com.tw/rent-detail-12457034.html,汐止區東勢街201巷,甲山林天墅,費用另計,,仲介: 江先生 (收服務費),No,"冰箱, 冷氣, 熱水器, 衣櫃, 天然瓦斯, 2陽台, 電梯, 平面車位",2房2廳3衛,42坪,4F/10F,電梯大樓,12457034,2022-04-25,"正面綠意景觀101全新裝潢挑高五米使用空間大環境寧靜離塵不離城5分鐘上環東快速道路及高速公路約4781坪壯闊基地巴洛克城堡，公設齊全：接待大廳、中庭花園、交誼廳、會議室、閱覽室、視聽室、游泳池、健身房、桌球室、親子遊戲區、SPA、KTV、瑜伽教室、廚藝教室、信箱區、Lounge Bar、烤肉區社區24H雙哨嚴謹管理歡迎來電洽詢預約看屋
附近有便利商店、傳統市場、公園綠地、學校、夜市。",0911-805-656,男女皆可,Taipei,no
x,《聯勝租屋》台北橋站☆高樓邊間☆機能佳,60000,66901,https://rent.591.com.tw/rent-detail-12445182.html,三重區正義北路,依現場社區,,"6,901元/月",仲介: 萬先生 (收服務費),No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 天然瓦斯, 沙發, 桌椅, 1陽台, 電梯, 機械車位",4房2廳2衛,61.01坪,8F/12F,電梯大樓,12445182,2022-04-25,"【本廣告法定用途:見使用執照】【現況:住家使用】●  臨台北橋站350公尺，周遭多間美食餐廳，近正義國小，天臺影城，三和夜市，台北橋，機能極佳。●  稀有10年內新社區，高樓邊間棟距遠採光極佳。●  裝潢古典有質感，全套家俱家電可直接入住。提供免費行情諮詢、法律諮詢、遷入點交、水電結算及協助修繕阿萬秉持著三顆心服務客戶 : 用心、貼心、細心、保證讓您放心歡迎來電 : 委託及尋屋,必定在短時間內幫您完成賞屋專線 : 聯勝租屋【本案經紀人】萬家碩0987-967-089租屋代管第一品牌 聯勝房屋  聯勝開發有限公司經紀人朱應龍(108)北市經紀字第01390號 營業員證號108登字第350396號從招租到退租，永續服務",0979-313-515,男女皆可,Taipei,no
